press_date_at,pressing_time,die_number,production_number,specific_weight,production_length,production_weight,discard_thickness,discard_weight,pressing_type,plan_billet_quantities,actual_billet_quantities,billet_length,billet_size,work_quantity,total_ng,total_ok,dimension_check_date,etching_check_date,aging_check_date,packing_check_date,code_301,code_302,code_303,code_304,code_305,code_306,code_307,code_308,code_309,code_310,code_311,code_312,code_313,code_314,code_315,code_316,code_317,code_318,code_319,code_320,code_321,code_322,code_323,code_324,code_351,code_401,machine,mfg
2026-02-25,0.62,CXS32P-V01E,CXS32J-28751-20K,1.542,2,3.084,35,4.17,●,10,10,600,9,168,2,166,2026-03-02,2026-02-27,,2026-03-03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-25,1.25,VV13M1-V01D-ZZZ,DXT192-11-44-30,1.4,3,4.2,25,2.98,●,21,17,600,9,237,2,235,2026-03-02,2026-03-03,,2026-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,VN
2026-02-25,1.20,XLA25B2-V04B,XLA25-1B-S,7.28,2,14.56,35,4.17,〇,6,8,1200,9,55,55,0,2026-03-02,,,,0,0,0,0,0,0,32,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-12,1.38,CQ16C-V01D,S501A61T19X08X30,0.606,3,1.818,55,6.55,●,14,14,600,9,390,20,370,2026-02-25,2026-02-25,,2026-02-27,0,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-12,0.67,CG63R3-V01D,C3G63K02-AG006,10.388,3,31.164,25,2.98,●,9,9,1200,9,26,0,26,2026-02-26,2026-02-25,,2026-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-12,0.87,CA50T-V01C,S370A63T58X50X30,1.81095,3,5.433,25,2.98,●,18,10,600,9,98,0,98,2026-02-25,2026-02-25,,2026-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2026-02-11,1.37,PS63-V03D,S500A61T63X14X20,8.046,2,16.092,35,4.17,◎,10,12,1200,9,58,10,48,2026-02-26,2026-02-11,,2026-03-06,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2026-02-11,1.58,PS50B-V01D,S502A61T50X13X27,4.77333,2.7,12.888,35,4.17,●,14,14,1200,9,112,0,112,2026-02-11,2026-02-11,,2026-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2026-02-11,0.88,MSQ50B2-V04D,P6260401-D,6.76,2.03,13.723,25,2.98,●,10,10,1200,9,69,24,45,2026-02-24,2026-02-25,,2026-02-24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-11,0.82,CQ25T3-V02B-ZZZ,C2Q25A-AD137A30K,2.15838,3,6.475,25,2.98,●,15,12,600,9,95,0,95,2026-02-26,2026-02-25,,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2026-02-11,0.82,CQS25T-V01D,CQS25-04-F6467-K,2.29975,2,4.6,25,2.98,●,8,8,600,9,94,1,93,2026-02-25,2026-02-25,,2026-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dubai
2026-02-11,0.62,CRQ15B-V01D,P4730002-D,1.98,2.2,4.356,25,2.98,●,7,7,600,9,83,2,81,2026-02-26,2026-02-25,,2026-03-02,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-11,1.43,CQ40T3-V02B-ZZZ,C2Q40A-AD139A30K,2.77506,3,8.325,25,2.98,●,15,15,1200,9,209,1,208,2026-02-25,2026-02-25,,2026-03-02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2026-02-11,0.73,CYR10B-V01D,CYR10K-AX661-20K,0.776,2,1.552,25,2.98,●,6,6,600,9,214,0,214,2026-02-25,2026-02-25,,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-10,1.92,PS50-V01D,S500A61T50X14X30,4.96476,3,14.894,55,6.55,●,14,14,1200,9,99,30,69,2026-02-12,2026-02-11,,2026-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,0,1,VN
2026-02-10,0.33,CP96A2T4-V01D,C96A2ABAZ039-30K,10.777,3,32.331,25,2.98,〇,1,1,600,14,1,1,0,2026-03-02,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dubai
2026-02-10,0.25,CP9663H-V01D,C9663LCAZ036-30K,14.1,3,42.3,25,2.98,〇,1,1,1200,14,1,1,0,2026-03-02,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-10,0.75,MTS40R-V01E,MTS40-02-J3855-K,6.31,2,12.62,35,4.17,●,7,7,1200,14,153,5,148,2026-02-25,2026-02-26,,2026-03-03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,Dubai
2026-02-10,1.13,CM25AH-V01D,C2M025K02-68715B,2.003,3,6.009,60,7.14,●,21,21,600,9,187,0,187,2026-02-11,2026-02-09,,2026-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2026-02-10,0.38,MSQ50B5-V01D,P8910402-D,6.7,2.05,13.735,35,4.17,〇,1,1,1200,14,1,1,0,2026-02-12,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-10,0.92,CG50R3-V01D,C3G50K02-AG005,6.477,3,19.431,25,2.98,●,10,10,1200,9,49,0,49,2026-02-12,2026-02-11,,2026-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-10,1.20,CQ20T-V01D,C2Q020K04-49998,1.957,2,3.914,25,2.98,●,19,19,600,9,264,1,263,2026-02-12,2026-02-11,,2026-02-26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-10,0.58,CQS20T-V01D,CQS20-04-F6466-K,1.9737,2,3.947,25,2.98,●,7,7,600,9,96,2,94,2026-02-24,2026-02-11,,2026-02-25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-10,0.67,MHZ16B2-V01E,P4811251-MH1,1.1,2,2.2,25,2.98,●,3,3,600,9,71,1,70,2026-02-25,2026-02-25,,2026-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,Dubai
2026-02-10,0.35,CYR25B-V01D,CYR25K-AX664-20K,1.768,2,3.536,35,4.17,●,3,3,1200,9,95,0,95,2026-02-12,2026-02-11,,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-10,1.13,RSQ12RC-V01D,RSQ12G-M2080-20K,1.4462,2,2.892,25,2.98,●,14,16,600,9,318,11,307,2026-02-25,2026-02-11,,2026-03-03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,Dubai
2026-02-10,0.23,MGPM20B2-V01D,MGP20A-AC893-30K,5.03,3,15.09,50,5.95,〇,1,1,1200,9,1,1,0,2026-03-05,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-10,1.05,MB50T-V02C,S369A63T55X50X30,1.11274,3,3.338,25,2.98,◎,15,3,530,9,41,3,38,2026-02-25,2026-02-25,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-10,1.27,CYR15B-V01D,CYR15K-AX662-20K,1.275,2,2.55,30,3.57,●,12,14,600,9,321,7,314,2026-02-25,2026-02-11,,2026-02-26,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-10,0.38,MB50T-V01C,S369A63T55X50X30,1.11274,3,3.338,25,2.98,●,0,5,530,9,69,4,65,2026-02-25,2026-02-25,,2026-03-02,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-10,0.45,CUJ10A-V02D,CUJ10A-P7103A20K,0.691,2,1.382,25,2.98,●,3,2,600,9,79,2,77,2026-02-24,2026-02-25,,2026-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,Dubai
2026-02-09,0.25,CP9640T4-V02D,C9640ABAZ034-30K,2.459,3,7.377,25,2.98,〇,1,1,600,9,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-09,0.70,CXS10S2-V01E,CXS10A-AS987-20K,1.52,2,3.04,30,3.57,〇,5,5,600,9,87,87,0,2026-02-25,2026-02-09,,,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-09,0.50,CXS25S3-V02D,CXS25A-BA024-20K,2.768,2,5.536,25,2.98,●,3,3,1200,9,61,0,61,2026-02-11,2026-02-11,,2026-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-09,1.25,MXS12B-V03D,P3800301B-M,1.66,2,3.32,25,2.98,●,14,14,600,9,223,82,141,2026-02-24,2026-02-11,,2026-02-27,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-09,1.25,CA50T-V03C,S370A63T58X50X30,1.81095,3,5.433,25,2.98,●,10,8,840,9,107,10,97,2026-02-11,2026-02-10,,,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-09,0.67,CYR40B-V01D,CYR40K-AX666-20K,3.769,2,7.538,35,4.17,●,5,5,1200,9,74,0,74,2026-02-11,2026-02-11,,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-09,1.42,VV13M1-V01D-ZZZ,DXT192-11-44-30,1.4,3,4.2,25,2.98,●,21,21,600,9,292,1,291,2026-02-12,2026-02-11,,2026-02-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2026-02-09,1.53,CA40T-V01C,S370A63T47X40X30,1.27444,3,3.823,35,4.17,●,18,18,600,9,251,30,221,2026-02-12,2026-02-11,,2026-02-27,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-09,0.97,CXS32P-V01E,CXS32J-28751-20K,1.542,2,3.084,35,4.17,●,14,14,600,9,236,0,236,2026-02-11,2026-02-11,,2026-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-06,0.42,VJ10M-V02D,VJ100-16-7,0.66,2,1.32,40,4.76,〇,1,1,600,9,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-06,0.47,MSQ10B2-V04D,P6260101-D,3.26,2.045,6.667,35,4.17,〇,2,1,1200,9,1,,,2026-03-04,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-06,1.22,CM20AH-V01D,C2M020K02-68714B,1.336,3,4.008,50,5.95,●,21,21,600,9,272,1,271,2026-02-09,2026-02-09,,2026-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,VN
2026-02-06,1.27,CY1S15PB-V01D,CYS15JBAJ026A-20K,2.835,2,5.67,25,2.98,〇,1,1,1200,9,1,1,0,2026-02-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-06,0.32,CY1S20PB-V01D,CYS20JBAJ027A-20K,4.328,2,8.656,25,2.98,〇,1,1,1200,9,1,1,0,2026-02-10,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-06,0.97,MB40T-V02C,S369A63T45X40X30,0.90079,3,2.702,25,2.98,●,10,10,430,9,138,6,132,2026-02-10,2026-02-09,,2026-03-02,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-06,1.37,CJ06C2-V01D,C2J06LAAH080-30K,0.356,3,1.068,35,4.17,●,10,10,600,9,480,0,480,2026-02-09,2026-02-09,,2026-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-06,1.17,MB50T-V01C,S369A63T55X50X30,1.11274,3,3.338,25,2.98,◎,14,10,530,9,139,36,103,2026-02-11,2026-02-09,,2026-02-26,0,7,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-06,2.12,VV14M1-V01D-ZZZ,DXT199-20-23-30,2.58,3,7.74,50,5.95,●,15,15,1200,9,224,3,221,2026-02-10,2026-02-09,,2026-02-11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2026-02-06,0.30,MXS25TB-V01D,P3800602-M-2,4.22,2,8.44,35,4.17,●,2,2,1200,9,25,1,24,2026-02-10,2026-02-09,,2026-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dubai
2026-02-06,0.58,CQS16T2-V01D,CQS16-04-F6465-K,1.31652,2,2.633,25,2.98,●,5,5,600,9,109,0,109,2026-02-11,2026-02-09,,2026-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-06,1.47,MGPM50B2-V02D,MGP50A-AC897-20K,13.74,2,27.48,50,5.95,●,0,12,1200,14,106,6,100,2026-02-26,2026-02-12,,2026-03-03,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-06,0.72,CRQ15B-V01D,P4730002-D,1.98,2.2,4.356,25,2.98,●,7,7,600,9,83,0,83,2026-02-11,2026-02-09,,2026-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-06,1.30,CQ40T3-V03B-ZZZ,C2Q40A-AD139A30K,2.77506,3,8.325,25,2.98,●,14,14,1200,9,195,3,192,2026-02-11,2026-02-09,,2026-02-11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2026-02-06,0.95,XLA40B2-V04B,XLA40-1B-S,12.34,2.035,25.112,60,7.14,◎,10,4,1200,14,39,32,7,2026-02-27,2026-02-11,,,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-06,0.23,MXS25TB-V01D,P3800602-M-2,4.22,2,8.44,35,4.17,●,1,1,1200,9,12,0,12,2026-02-10,2026-02-09,,2026-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-05,0.17,CXS16S2-V01D,CXS16A-AS988-20K,1.87,2,3.74,25,2.98,〇,1,1,600,9,1,1,0,2026-02-10,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-05,1.47,CQ63G-V01C,C2Q63G-F2257-20K,9.09306,2,18.186,50,5.95,◎,14,14,1200,9,69,16,53,2026-02-26,2026-02-09,,2026-03-06,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-05,0.30,MSQ50B5-V01D,P8910402-D,6.7,2.05,13.735,35,4.17,〇,1,1,1200,14,1,1,0,2026-02-06,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-05,0.32,CY1S32PB-V01D,CYS32JBAJ029A-20K,6.375,2,12.75,35,4.17,〇,1,1,1200,14,1,1,0,2026-02-10,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-05,1.00,MGPMA0B2-V01D,MGPA0A-AC900-20K,28.75,2,57.5,35,4.17,◎,8,8,1200,14,31,4,27,2026-02-24,2026-02-11,,2026-03-04,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-05,1.95,XLA25B2-V04B,XLA25-1B-S,7.28,2,14.56,35,4.17,●,18,14,1200,9,97,97,0,2026-02-06,2026-02-06,,,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-05,1.55,MXS08B-V03D,P3800201B-M,1,2,2,25,2.98,●,12,12,600,9,312,1,311,2026-02-25,2026-02-06,,2026-02-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-05,1.20,CQ50T3-V03B-ZZZ,C2Q50A-AD140A30K,4.15908,3,12.477,25,2.98,●,14,14,1200,9,125,0,125,2026-02-09,2026-02-06,,2026-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2026-02-05,0.33,CP9632T4-V02D,C9632ABAZ033-30K,2.02,3,6.06,25,2.98,〇,2,2,400,9,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-05,0.22,CP9663T4-V02D,C9663ABAZ036-30K,3.818,3,11.454,25,2.98,〇,1,1,600,9,1,,,2026-02-12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-05,0.20,CY1S10PB-V01D,CYS10JBAJ025A-20K,2.209,2,4.418,25,2.98,〇,1,1,600,9,1,1,0,2026-02-10,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-05,0.42,MHZ16B2-V01E,P4811251-MH1,1.1,2,2.2,25,2.98,〇,1,1,600,9,1,1,0,2026-02-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Dubai
2026-02-05,1.08,CXS06P-V01D,CXS06J-A5157-20K,0.2,2,0.4,35,4.17,●,8,8,600,9,896,6,890,2026-02-09,2026-02-09,,2026-02-10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-05,1.28,CA40T-V03C,S370A63T47X40X30,1.27444,3,3.823,35,4.17,●,18,18,600,9,251,69,182,2026-02-10,2026-02-09,,2026-02-12,0,0,0,66,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-05,1.08,CG40H3-V02D,C1G40L-AT034-30K,3.859,3,11.577,25,2.98,◎,6,6,1200,9,59,9,50,2026-02-09,2026-02-09,,2026-02-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,Dubai
2026-02-04,1.60,CQ40C-V01D,S501A61T43X16X30,3.321,3,9.963,25,2.98,●,13,13,1200,9,155,7,148,2026-02-06,2026-02-05,,2026-02-11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,Dubai
2026-02-04,0.30,CY1S32PA-V01D,CYS32JAAJ029A-20K,5.476,2,10.952,35,4.17,〇,1,1,1200,14,1,1,0,2026-02-12,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-04,0.47,MSQB0C-V01D,P3910018,22.353,2.025,45.265,35,4.17,◎,6,6,1200,14,29,9,20,2026-03-03,2026-02-11,,2026-03-12,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-04,1.12,MSQ50B2-V04D,P6260401-D,6.76,2.03,13.723,25,2.98,●,12,12,1200,9,84,7,77,2026-02-09,2026-02-09,,2026-02-10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-04,0.23,MSQ70C-V02D,P3910016,11.912,2.035,24.241,35,4.17,◎,1,1,1200,14,10,2,8,2026-02-25,2026-02-11,,2026-02-27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-04,0.38,CQA0T3-V02C-ZZZ,C2QA0A-AD143-30K,10.371,3,31.113,35,4.17,●,3,3,1200,14,25,0,25,2026-02-25,2026-02-11,,2026-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-04,2.78,CYR20SR-V02D,CYR20E-AX663-30K,0.595,3,1.785,25,2.98,●,14,14,600,9,420,9,411,2026-02-05,2026-02-06,,2026-02-09,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,Dubai
2026-02-04,0.32,CUJ08A-V02D,CUJ08A-P7102A20K,0.659,2,1.318,35,4.17,〇,1,1,600,9,1,1,0,2026-02-06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-04,0.83,CXS32S2-V01E,CXS32A-AS991-20K,5.19,2,10.38,40,4.76,●,10,10,1200,9,99,0,99,2026-02-06,2026-02-06,,2026-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-04,0.33,CY1S06PA-V01D,CYS06JBAJ024A-20K,1.445,2,2.89,25,2.98,〇,1,1,600,9,1,1,0,2026-02-06,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-04,0.28,CY1S10PA-V01D,CYS10JAAJ025A-20K,1.85,2,3.7,25,2.98,〇,1,1,600,9,1,1,0,2026-02-12,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-04,1.52,MXS16B-V03D,P3800401B-M,2.6,2,5.2,55,6.55,◎,14,14,1200,9,307,84,223,2026-02-11,2026-02-06,,2026-03-02,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-04,0.18,CY1S15PA-V01D,CYS15JAAJ026A-20K,2.298,2,4.596,25,2.98,〇,1,1,600,9,1,1,0,2026-02-12,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-04,0.28,CYR25SR-V02D,CYR25E-AX664-30K,0.69,3,2.07,25,2.98,〇,1,1,600,9,1,1,0,2026-02-05,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Dubai
2026-02-04,0.90,CA50T-V02C,S370A63T58X50X30,1.81095,3,5.433,35,4.17,◎,18,9,840,9,119,18,101,2026-02-09,2026-02-09,,,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-04,0.60,CA50T-V03C,S370A63T58X50X30,1.81095,3,5.433,25,2.98,●,0,3,840,9,34,3,31,2026-02-09,2026-02-09,,2026-02-10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,VN
2026-02-04,0.65,CXS20P-V01E,CXS20J-28749-20K,0.737,2,1.474,35,4.17,●,8,8,600,9,302,7,295,2026-02-06,2026-02-06,,2026-02-11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Dubai
2026-02-03,2.30,CG40R-V01D,CG-040K02-35903A,4.226,2,8.452,25,2.98,●,21,21,1200,9,272,0,272,2026-02-05,2026-02-04,,2026-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2026-02-03,0.32,SY70MP-V01D,SY70M-20-E-1,8.832,2,17.664,35,4.17,〇,1,1,1200,14,1,1,0,2026-02-09,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-03,0.23,CY1S32S-V01D,CYS32K-AJ029-20K,9.788,2,19.576,35,4.17,〇,2,2,1200,14,1,1,0,2026-02-12,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-03,0.40,CY1S40S-V01D,CYS40K-AJ030-20K,13.424,2,26.848,35,4.17,〇,2,2,1200,14,1,1,0,2026-02-12,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-03,0.25,CY1S40PA-V01D,CYS40JAAJ030A-20K,7.393,2,14.786,35,4.17,〇,1,1,1200,14,1,1,0,2026-02-12,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-03,0.37,CY1S40PB-V01D,CYS40JBAJ030A-20K,8.435,2,16.87,35,4.17,〇,1,1,1200,14,1,1,0,2026-02-05,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
2026-02-03,1.03,CQ20K-V01D,C2Q020K31-49998A,0.882,2,1.764,25,2.98,●,10,10,600,9,300,4,296,2026-02-05,2026-02-04,,2026-02-10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,Dubai
2026-02-03,0.83,XLA80B2-V02D,XLA80-1B,30.65,2,61.3,35,4.17,◎,8,8,1200,14,31,16,15,2026-02-27,2026-02-11,,2026-03-05,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Dubai
